mot,score
slaiddadiursis,19.91763393598487
vausosostarluti,19.921947970505055
ovadattirlutlie,19.941473035383776
rigoruioreditu,19.948046348444382
blonsuascogeso,19.98466206573874
truticybidod,19.99754582277363
firphotarrinn,20.01677341313365
ituotoitoaris,20.040080182471872
hicorivademabuo,20.095158638007685
poisosluraraut,20.115910714830953
kachamuoilahie,20.165769471813018
javasaalcel,20.204851973849227
ganeberpiaisu,20.230175285767455
varmamnoelal,20.27288231407179
ayoterprilsiak,20.298938494323846
banaivoroathe,20.299575009446468
saloomucherev,20.32166397913459
ahoialiotouf,20.333046727875246
dirpioseairasy,20.342373794266337
silemosaounilo,20.347555548185394
lifelatanub,20.36679723126982
loisossuluic,20.395170671888494
dobiosocialk,20.42015593092387
soauniacintruf,20.427708171180928
biemiclub,20.4518456290308
aceneailaii,20.48185303965399
sitoroiayeraure,20.4998309601803
stiatunrarmoum,20.5258715636234
kabiammoilsays,20.591553637103
souayosuirubs,20.601603491001068
peicooleviolaw,20.603577289780883
facetzordatce,20.60593818190241
keguspilleit,20.62957646878775
ganautopeasd,20.650844630573875
hipuaimuisaros,20.670757964912816
macorioinuadru,20.687328493394197
kaciammoinsep,20.710154407829997
tiriamnoilamy,20.71453005789676
aalaosoudaroue,20.72024008703705
fuia,20.72025294945362
ciumerebielsk,20.737199694614223
serpioscoeinri,20.738732333242545
usmoolebons,20.745346872163424
renokodeumi,20.747681477385118
pitsanshinosur,20.77263749287882
ergaposmeul,20.778021260166053
kastammoeneas,20.783027748287164
loblieutsuf,20.800511159275846
zilliaporu,20.8052188637683
dilklairuzialk,20.842007803075315
akeuittirtuitue,20.858441263471992
ararfradenisigi,20.87489716752863
icursindsuf,20.907633436805583
ptodloitortas,20.912914295982052
einomalm,20.94083425821965
arobjuacios,20.983021443435803
tuneamoppatt,21.030152602564637
klisaforiafe,21.04147756462908
piparosuareel,21.086377592702124
inpurneguein,21.141893608906184
airirotearino,21.183876781830136
galopsornoruml,21.207837658516112
glainracloalipc,21.23234059611091
sigoaiionitta,21.23826859964013
psuildoitiaon,21.250886444448575
glarpuacintiled,21.29070070471088
litorcisuedi,21.299063457771435
boonallatozag,21.299845201546834
vipugociareflu,21.323365682451442
todoosluparaugis,21.357207035937318
wagisatliefube,21.364445379479154
dailoseciogese,21.371248377852556
samaesouiarbuts,21.404414645618814
seaulaisusniask,21.42733234760208
erainsacietleas,21.464076777147312
ouineulnunou,21.47502248509928
yerbutoruantma,21.485248487950336
pcoguornipe,21.489191924033317
viforiruietean,21.524368136653834
tcotumsere,21.531384629122073
fancteoriatti,21.53979355251841
deoneurusioxo,21.54045323753618
daloocuriorums,21.546396401755402
piesgigrunoisar,21.59066687188829
facatoopadomytu,21.610256048248903
alopoolilildez,21.6365676220064
caldiacfasa,21.643103098361994
sinortiseetth,21.648505828319898
sitirrrouetierr,21.65222347165516
pacootosiustig,21.66958582433423
daldoseniarerem,21.680624625544255
faneiroituteer,21.735636103458464
vloptoresioue,21.756151204966795
baosidalaona,21.780491611441413
graicsahiailia,21.79729497351644
bioatukie,21.802252058111137
etaieniodap,21.825156355391307
trirrahunaich,21.840152305856037
poomtoiltitiby,21.897153946888736
apeunetirloptsa,21.902831760672264
catnemmuissouy,21.90614851972384
maiumooinraito,21.906591895562045
phoatoigatl,21.910421646863877
cioucrebienoi,21.97634706519927
futiamnomnemuc,22.035259215002952
lasiaroslo,22.043706602546195
cerpiararrenn,22.05142751436614
aarosuilosseum,22.055086034852167
galooniciarubo,22.07776335950535
enaictiriapt,22.127543587737435
dilsiotaolpa,22.1298555088948
riloisiruatag,22.130103466446712
rietsuascogata,22.13527037185634
risoiainuimult,22.154362132873235
yaredueusoseuri,22.198008414748003
bcarvisuguleto,22.201059256436885
enanhirdiviailm,22.211084125702918
sousosodlaruet,22.273790289421797
sittarjusedak,22.368244636680984
enualgiioalds,22.37569346015259
jammuseaioglo,22.39811085195043
agrabansaanecla,22.432116799030805
aireandaorseumi,22.45879991932674
cooteresincuaq,22.46628464086782
seneraipubuerav,22.515753130087912
sitirlisuptiuss,22.52719952521918
olopaelestoat,22.5370547224825
oainolessap,22.54795349056485
egaveirdinuais,22.55058191116709
terasotareubbo,22.590964517442817
falsiasaouyak,22.5969485672874
sinumiesoivip,22.600730998362227
uttirorsuriabu,22.616705167874414
ulupsysenru,22.657411847359075
baluruoriaree,22.66351282277963
guluivipieite,22.663567261273474
psoieperball,22.674913879239963
yidoutibsotta,22.68305139843215
ultuoatuolde,22.700776766095064
fucevrofatvaula,22.702778136057415
setsuissaionhu,22.717450634621166
afescersumeuau,22.721864330847087
dinoloiakilou,22.723176248982828
pasugioiroats,22.730017283472243
pidortifuedehr,22.73162129300415
apeuvitirlstys,22.75324146178875
atreulezotresa,22.82402260496241
apeuaibuilsalu,22.84544529935772
ainribaurlesoin,22.85499241062588
dinkganoubiog,22.86843475102387
sizarcterrug,22.893607499506434
siolaonstouec,22.91828530344141
epaldireingeir,23.006964204616377
onsdaitirlupep,23.011443228840175
giensloluorut,23.03548013307533
banaroopeatee,23.035989245092786
ninolaimaccy,23.041632020853893
gaiocsovionere,23.08846739496022
aiedaituieluoa,23.135379776228902
psevipenepos,23.21546521134977
facurofibaltsou,23.229517519987162
lalbamborby,23.2644446821544
oeinhetsuioxe,23.327530365066682
dinhiosboirbe,23.334852618492945
pirarotiarufor,23.389523315011637
psitepineal,23.410320006592077
spaielasiasoshs,23.425152081930296
gacorivoruaii,23.427856031062852
snagniraiu,23.462430952087484
saitohicraupu,23.484645194532348
kattamoonnuaick,23.501865219645577
enaulirdizzzif,23.521666236786654
ertoxirouedet,23.54642757657301
tirarycorneboc,23.559807819858694
masudovirrevs,23.575841304213334
fimsiosaoursiss,23.62925339475886
glainraiioglik,23.670119392514653
riparosearuloc,23.7090948347223
zlopeubougor,23.737391936213495
oeicoelibopez,23.741774413976785
